"","listing_id","id","date","reviewer_id","reviewer_name","comments","city"
"959",20279560,334928508,2018-10-10,23340239,"Alméris","Couldn’t have got a better location in Boston! North End is a very enjoyable area to walk around and easy to explore the city from there. The apartment itself is exactly as described and shown in the photos. Very cozy and clean. I was by myself but it surely acommodates two pleople comfortably. Zack and Michelle are very welcoming hosts, and communication was impeccable.","Boston"
"960",27137520,331432465,2018-10-02,32997564,"Steffanie","AMAZING LOCATION- We stayed here for the games at Fenway and the location was superb! The apartment was in a great central location and was affordable for the area. A warning for tall peeps, or anyone over 5'2, the toilet is located in an area of the bathroom that knee space can be an issue for those taller than 5'2 (my height). My hubby is 6' 4"" and had to sit sideways, lol. Definitely NOT a deal breaker, but just thought I'd mention it ; ) We'll definitely be back again! :D","Boston"
"961",21788077,250053285,2018-04-03,74817295,"Zach","Such a nice place to stay. Renovated and clean.","Boston"
"962",15129089,228994850,2018-01-21,164867728,"Alibek","The room is clean and as on the pictures. Very liked the place. Thanks","Boston"
"963",5145452,282903636,2018-06-28,174597019,"Yupeng","The place is nice and clean. The location is super convenient.","Boston"
"964",25612002,274213436,2018-06-08,140452485,"Leslie","This studio was great! Such a nice location. Very close to everything. Great amenities (tea & coffee, TV) and nice touches (chocolate!). Hussein was very quick at replying to any question I had, and I greatly enjoyed my stay. I will definitely stay here again!","Boston"
"965",21935818,342399256,2018-10-28,110712222,"Brittany","Clean third floor apartment. Uber’s are easy to get and it’s not too far from Boston. The radiator kicks on in the middle of the night and is very loud. Minimal furniture in bedrooms. Melvin was easy to contact and helpful.","Boston"
"966",13673021,261004170,2018-05-05,44024588,"Mj","Christian was a great host and very helpful. The location is at a nice neighborhood, near the T and the place is a great value. Would recommend for 2+ people planning to stay in Boston and wanting a whole place to themselves.","Boston"
"967",15256954,306457729,2018-08-12,27237979,"Danielle","Deanna provided quick communication and information on the area including places for meals, groceries, parking and tours. She was very helpful.","Boston"
"968",15905164,269603323,2018-05-27,140317887,"Fawn","Great location and very quick accommodations for a last minute option to stay in the city.","Boston"
"969",8170181,256727763,2018-04-23,151889431,"Elicia","Mark was a great host and the apartment was perfect for two people! Very conveniently located and Mark gave us several great recommendations for local restaurants. Already looking forward to another visit to Boston!","Boston"
"970",27131795,329356736,2018-09-28,185424919,"Dongmin","Perfect place to be in Boston !","Boston"
"971",4863108,334624146,2018-10-09,108714823,"Mallory","The home is in a wonderful location super close to shops and restaurants on Broadway if you are really looking to experience Southie! Very short walk to the T (subway) as well if you are trying to check out other neighborhoods in Boston. John was very communicative during our stay and responded very quickly to any questions. I would definitely stay here again!","Boston"
"972",9292118,312473207,2018-08-23,70359983,"Рашид","Very comfortable accommodation","Boston"
"973",14995900,322591722,2018-09-13,123483668,"Laurie","This apartment is well appointed and the location could not be better! Being able to step out your front door and be steps away from  the train, the beginning of the Freedom Trail, Boston Commons, etc. is incredible.","Boston"
"974",14651378,300583225,2018-08-02,56788662,"Kirra","George was extremely kind, greeted me in person and helped me carry multiple pieces of baggage up the stairs! Very cute and quaint studio with everything you need as well as in a prime location close to restaurants, grocery stores, transportation etc. Definitely recommend.","Boston"
"975",7832890,279768834,2018-06-21,9405516,"Kathryn","It’s a beautiful apartment in a perfect location. Only drawback was that the bed was very uncomfortable and There is currently heavy construction going on directly across the street so it is very loud early in the morning and often times the street was closed down due to construction vehicles.","Boston"
"976",21379122,299742887,2018-07-31,195694084,"Sarah","This was the perfect size space for our long weekend trip. Like all other reviewers have mentioned, the space was very clean. It was also modern and larger than we expected. The check-in via lock box was easy, and the host offers parking for $10 a night in the garage. It was a short trip to all areas in the city, and there were even some nice places to eat in Brighton. There is a TV in the room, but no cable box, so we were happy we brought our laptop.","Boston"
"977",19068608,224207164,2018-01-02,6133246,"Beth","Great location. Close to night life and public transit. 2 minute walk to Fenway stadium and House of Blues! Leonard was a great host and even checked to make sure everything was going well during our stay.","Boston"
"978",22327139,315768661,2018-08-29,117029967,"Karli","Perfect! Would love to stay again","Boston"
"979",23948295,286176405,2018-07-05,50433839,"Bledion","Great stay, you can tell they just renovated the place. Everything was new and super clean. Also super quiet, great night sleep and so much better value than any of the hotels in the area. The place also had a great backyard. The host’s dad has planted strawberries :-) Train station literally 2 min walk away and 10min train ride to all attractions of downtown Boston. Oslo was super responsive host and attentive. Definitely would recommend for anyone traveling by or a family visiting Boston for a longer stay.
Would definitely come back again.","Boston"
"980",26227047,324141177,2018-09-16,139527296,"Nicholas","Great studio in a fantastic neighborhood! Would definitely stay again!","Boston"
"981",15175370,267714763,2018-05-22,19903565,"悦","The place is amazing. The location is super convenient, close to everywhere, walkable to The Common and river view. The neighborhood is very pretty and quiet. The house is very large and clean.","Boston"
"982",17075037,324052710,2018-09-16,156793425,"Ariel","House was located within minutes of the center of Boston, about 3.8 miles. Across the street was a convenience store which came in handy for last minute miscellaneous items and snacks. The apartment we stayed in was on the first floor. There are 2 more apartments, one on the second floor and one on the third. The only issue we had, although not so much the fault of our host, was that the tenants renting the third floor locked themselves out and for 20 minutes they abruptly pounded on our front door, back door, and bedroom (Website hidden by Airbnb) was 4am. The host however was kind enough to reach out to us the following morning and apologized on their behalf. We were a party of 9, and we fit very comfortably. We plan to visit Boston again and will most likely book this home.","Boston"
"983",442735,285753804,2018-07-04,35355791,"Salome","We just loved staying at Sarah and Ben's place! First and foremost we found them perfect hosts; very friendly, responsive and helpful. The location of the apartment is great, the views from the rooftop terrace are wonderful, the kids enjoyed having a playroom and the whole place felt very much like a home away from home. I would come back in a heartbeat.","Boston"
"984",21190750,275719512,2018-06-11,179559364,"Savy","Beautiful space...great amenities. The only complaint is the airplane noise and barely any parking. The host did mention about limited parking. Overall...the place was very nice.","Boston"
"985",29213280,338823182,2018-10-20,60135872,"Léni","It was very warm and welcoming  place. Definitely would stay again.","Boston"
"986",20237145,312465488,2018-08-23,207008514,"Diego Alejandro","Great!","Boston"
"987",15068710,316627401,2018-08-31,69516029,"Rosalind","This is a lovely little apartment and the hosts are charming and couldn’t have been more helpful.  The apartment is conveniently situated in Boston, with plenty of restaurants nearby.  Buses and taxis are easily available and everything you could possibly want is provided in the apartment.  It was very clean and attractive, with a very comfortable bed and we would highly recommend it to other couples.","Boston"
"988",14824684,305019574,2018-08-10,102086712,"Anthony","Can’t say enough about our experience with this host and property!  Excellent communication from pre-booking questions right through check out!  We knew the property was in a great location.  But were very impressed with its quality and condition.  Our hosts were very welcoming, friendly, and helpful but not in the least bit intrusive.  A rare quality in the service industry!  Everything was of high quality, in excellent condition and impressively clean!  A truly 5-Star experience.  Thank you!","Boston"
"989",17974950,242607965,2018-03-12,102609750,"Molly","Beautiful place! Boris and Susan responded quickly to any questions I had for them.","Boston"
"990",20570462,265567358,2018-05-17,95130135,"Byron","Cute place in a great location. Wish the tv got more stations but would definitely recommend staying there.","Boston"
"991",15500230,234385006,2018-02-12,46654795,"Danny","Thought the place was very nice and functional while we were getting some apartment work done. Susanne was very nice and responsive, providing lots of local suggestions. 

I'd say it's great for a couple, but the full-size bed is pretty tight if you're used to more space. If you're traveling with a couple and another person, the bedroom doesn't offer a ton of privacy with the layout.","Boston"
"992",21498966,273549012,2018-06-06,19808406,"Humberto","Great space & perfect location.  Right near Back Bay & the T (train) line.  Simple & clean.  No frills but perfect for a business trip or a crash pad while you're out exploring the city.","Boston"
"993",7880828,309728680,2018-08-18,206784736,"Iping","A great place to stay.","Boston"
"994",25003001,321119087,2018-09-09,16748698,"Adrian","Nice place. Great value for the money. If you’re on a budget, look no further. Can’t comment on the area as I was away every day I stayed there.","Boston"
"995",24370285,328558927,2018-09-26,58230789,"Lilian","This is an amazing location in Boston.  Hosts were friendly, helpful and responsive.","Boston"
"996",18138472,270025007,2018-05-28,179511610,"Joanna","Apartment was clean, beautiful and very roomy. Uber driver made a comment about the area however we found it was fine. Close to bus stop. Host was away but always available for immediate contact.","Boston"
"997",17559846,274620767,2018-06-09,173355690,"Chris","Just as advertised--clean, stylish and so close to Chinatown, Boston Common, restaurants--great location.  AC unit a bit on the noisy side, but overall just a great stay--would stay there again.  Host is also responsive and helpful.","Boston"
"998",1584362,257525818,2018-04-26,13924132,"Don","The house is amazing!! Well maintained to keep the character of a house of this age, but updated thoughtfully to provide modern amenities. The location is great - - easy access  (5-7 minute walk) to the Redline subway, but in a quiet residential area with beautiful views of the water. The room was exactly as described and the bed was comfortable. Plenty of pillows were provided and the temperature was  comfortable. Great water pressure in the shower. Fresh muffins, juice, and coffee each morning. We made use of the laundry facilities which are convenient and up to date. We would definitely stay here again.","Boston"
"999",17938180,225766545,2018-01-07,152397261,"Ryan","Very helpful and quick responses. Excellent","Boston"
"1000",18899037,325722978,2018-09-20,144879102,"Alex","Wonderful place. There will most likely be others staying in other rooms. Never got to meet Greg, but the instructions were clear, the place was clean, just down the road from Roxbury station, and","Boston"
"1001",6089865,273852912,2018-06-07,2713641,"Gregory","un appartement très bien situé et parfaitement équipé pour un séjour à Boston. 
donne sur une cours intérieure donc globalement calme. 
quartier très animé avec restaurants et coffee shops

","Boston"
"1002",4151979,298613432,2018-07-29,182403759,"Megan","This condo was exactly what we were looking for!! PLENTY of room for our group of 8+ girlfriends. Very conveniently located and every amenity imaginable.","Boston"
"1003",21039322,273869334,2018-06-07,161011672,"Tobias","Great value, about 20min walking distance from Harvard Square","Boston"
"1004",15548410,242288939,2018-03-11,130676106,"Christina","Awesome stay! Would recommend!","Boston"
"1005",24080196,328957323,2018-09-27,210199122,"Ali","Great place to stay. Clean and well maintained, Anthony was quick at responding as well.","Boston"
"1006",23596658,265271080,2018-05-16,151932334,"Fausto Alejandro","Being at Jun's place was a very great experience, it's well located (just 4 stops from South Station), the bedroom was very nice and cozy, bathroom was really clean, and with pleny of towels. Kitchen was also great, with the amennities needed for an easy meal. If it's your first time at Boston and you want to explore it, I'll highly recomend this place..","Boston"
"1007",17476391,339441766,2018-10-21,139336166,"Cédric & Émilie","Tout était parfait!!!","Boston"
"1008",11760822,283775487,2018-06-30,19497239,"Randy","Misha’s place was exactly what we needed. It’s stylish, clean, and has all amenities one would want. The location is convenient with a green line literally outside of the front door. Quick walk to shops, restaurants, etc. 

This was a fantastic 30 day stay for all of us.","Boston"
"1009",2135075,343713840,2018-11-01,7722553,"Fabiani","The description and pictures describe exactly the place. The location is excellent. Hosts are very solicitous!","Boston"
"1010",22828664,242260706,2018-03-11,163830217,"Yue","Great place","Boston"
"1011",16392095,229792518,2018-01-25,20783730,"Kate","Lara's place was wonderful!  It was in a great part of Boston and was centrally located to many great amenities and it was also on a nice quiet street.  The apartment was clean, well stocked with towels and blankets.  It was a great space and I would highly recommend it to anyone visiting Boston.","Boston"
"1012",28611767,334918163,2018-10-10,54683317,"Nemanja","Thank you for everything Bridget,I highly recommend this place","Boston"
"1013",17399127,286552300,2018-07-06,196236775,"Rosemary","Great room and space. We didn't use the kitchen to its full potential,  but it seemed the set-up there was convenient for guest use. Room and situation was comfortable, and the house is close to a bus stop, which was helpful.","Boston"
"1014",17404477,251783302,2018-04-08,176113027,"Theresa","Perfect location just 1/2 block from North Church","Boston"
"1015",19224791,245480207,2018-03-22,63085809,"Bruce","Incredible location with some of Boston's absolute best Italian restaurants within a five minute walk. Really nice updated design everything is new and fresh and what an amazing value. I had to check out of a hotel and got stuck in Boston overnight due to a snow storm. I found this gem ... was twice as big as my hotel room and half the price incredible value no matter how you look at it. Super easy access literally was about five steps so you don't have to worry about it being tons of flights of stairs it literally says 5 Steps off of the street to the first floor. Again super great value really clean and hip and stylish.","Boston"
"1016",26074516,334229175,2018-10-08,100053578,"Chloe","Clara is very punctual, organized, and helpful - would definitely recommend. Downtown Brooklyn can be reached in 15 minutes by car or about 30 minutes by public transportation.","Boston"
"1017",3601254,323420804,2018-09-15,25492554,"Alejandro","I'll write it in Spanish.  
El departamento está ubicado en una de las zonas más lindas de Boston. Espectacular! Muy silenciosa, agradable y cerca de todo. El departamento tiene todo lo necesario para estar cómodo. El edificio es hermoso. 
La única crítica que haría es sobre la limpieza. El primer día había bastante olor a encierro y se notaba en todo el departamento que necesitaba una limpieza a fondo. 
A pesar de esto lo pasamos espectacular.","Boston"
"1018",20744881,295914854,2018-07-24,180475304,"Sean","Clean room, thoughtful little details. Comfortable beds. A great value if you need a quiet  place for a group to get a good night’s sleep.","Boston"
"1019",20875310,309675250,2018-08-18,185836763,"Mike","The location was very convenient.  Right outside the T stop.  The place was clean and well maintained. We had an issue with the toilet when we arrived but someone cam by within 15 minutes to fix.  My only concerns and what is keeping me from giving it 5 stars is it is very noisy in the bedroom.  The window does not completely shut and you can hear every noise.  Was not like this in the living room.  Also, there are a lot of homeless people that hang out right in front of the building that made our family a little nervous.","Boston"
"1020",23420771,266812387,2018-05-20,26991389,"Karen","Michelle’s place is in a beautiful building with a great gym and lounge. It was immaculate and the bed was incredibly comfortable.  We liked the neighborhood and being close to the waterfront. Parking was also a breeze and relatively inexpensive for Boston.  We won’t hesitate to return.","Boston"
"1021",28868366,338433812,2018-10-19,164966709,"Jennifer","Convenient location! Felt safe and secure in the apartment. Great communication with the host. Highly recommend if going to an event at TD bank north Garden.","Boston"
"1022",9894686,261602943,2018-05-06,8463801,"Silvia","Great place! Great hosts! Just as the add promises and it’r really good! Would stay there again if we’re ever in Boston another time!","Boston"
"1023",22937896,295924536,2018-07-24,191222147,"Douglas","Great space vet close to the heart of Boston would recommend","Boston"
"1024",17973231,338134978,2018-10-18,133565756,"Dibrell","Large place in close proximity to the Seaport area. Kr was very responsive and attempted to come by to fix the wifi/heat issues we were having once we arrived. The place itself has ample space depending on how many people you are looking to fit in the space. Overall good experience.","Boston"
"1025",24856678,279419395,2018-06-20,30053494,"Dee","3 of us sisters stayed for 3 nights. Easy self check in and check out. Iris’ place is clean and convenient to everything we wanted to see in Boston.  Ate out all meals so we did not use the kitchen much. There is street noise but after walking all day, it was not noticeable at bedtime once you lie down  on the very comfortable bed and sofa bed. We did not venture out after dark so I can’t comment on the nightlife. The Thinking Cup coffee shop is a block away and it’s great for breakfast and after dinner coffee.  Boston Common is across the street and there’s an information booth where you can buy tickets for tours. A very good experience at Iris’ place.","Boston"
"1026",28611947,335577722,2018-10-12,129815713,"Ruggero","We had a great communication with Bridget.","Boston"
"1027",14994629,252666828,2018-04-11,80510070,"Jim","The penthouse or ""treehouse"" is in a great location!  The brownstone community is peaceful/quiet/friendly.  We walked to most of our destinations and used Uber when we needed a lift.  Nero's coffee house is 25 steps around the corner and there are several other restaurants (one with nightly live music - Beehive) within 2-3 blocks.  The house was very, very clean and found the bed to be most comfy.  Chris was very accomodating with our late arrival and quick to respond to our questions.  The shared bath is not an issue as you are sharing it with Chris and not other tenants.  Highly recommended and we defintely would stay at Chris's again!  Enjoy life, Jim","Boston"
"1028",23308681,267378869,2018-05-21,6297461,"Hyun Ji","Great location, amazing view, stylish furtinures, and perfectly clean. Made us being happy for the entire trip just by staying there.","Boston"
"1029",6843795,318863602,2018-09-04,15431084,"Gayle","Helen’s place is a perfect location for attending a concert (or a ballgame) at Fenway Park. Truthfully, 250 steps from the front door, and you’re at the stadium. 
It is a comfortable, air conditioned studio apartment, pleasant for a couple sharing a queen sized bed. 
You could easily cook your meals here, but why, when there are so many good restaurants nearby. 
We enjoyed Neighborhoods coffee and crepes,Blaze Pizza, Cheeky Monkey Brewing. and El Pelón Taqueria. 
I would highly recommend this location for your next Boston adventure, you will not be disappointed.","Boston"
"1030",8457785,251313598,2018-04-07,15801323,"Mike","Awesome apartment with lots of space. Phenomenal location close to the subway, restaurants and bars. Would definitely stay again!","Boston"
"1031",12344142,283770636,2018-06-30,137279110,"Mark","Mechaal was a great host! His hospitality really made us feel welcome. The apartment had a very homey feeling. It was a lot better than a hotel room and I’d definitely stay here again. If your visiting Boston though I’d leave your car at home. Street parking is only 2 hour parking everywhere Mon-Fri and if your staying long the parking garage gets expensive real fast. Other than that, I had an amazing trip.","Boston"
"1032",19670771,336674683,2018-10-14,204613347,"Wade","Very clean and spacious!  It was perfect for our needs.  We had a 6:00 AM flight and the location made it easy and quick to get to Logan.  One warning is to be careful at the entry.  There are steep stairs immediately inside.  If not aware of this, one could easily fall.  Eric was a great host & gave us ideas on where to eat.  We would highly recommend staying here!","Boston"
"1033",19209936,282881718,2018-06-28,7671779,"John","Boaz's place is fantastic. You can't beat the location - just a 5 minute walk to Stony Brook station then you're downtown in <20 minutes on the orange line. The space is also very nice. Two spacious bedrooms and a very large kitchen. Honestly nicer than our own apartment! I would especially recommend staying 
here if you're traveling with family or a friend since you can comfortably fit two couples. I was with my wife, her mother, and our 7 month old son and we had plenty of room. Last thing I'll mention is there is an amazing tea shop on the corner just across the street, an awesome coffee shop a few blocks to the left, and some of the best Mexican in Boston just a few blocks to the right, so you're surrounded by great food!","Boston"
"1034",21677482,309068009,2018-08-17,36825180,"Kathy","Love this place! Super clean and the location was perfect! Some reviews complained about the noise level but it didn’t bother us that much since we are from New York haha. Check in/out was easy. I saw a review from another person saying they had security in the bottom of the building but we didn’t see any. It’s true the area gets quite shady at night to be sure to travel as a group and be aware of your surroundings! Overall I really enjoyed my stay here!","Boston"
"1035",23525184,256327584,2018-04-22,103788598,"Michael","Place was super clean. Everything looked just liked the photos. We will definitely come back and recommend to others.","Boston"
"1036",20235208,268055838,2018-05-23,17916150,"Luka","Clean place, nice location with a good connection to the city center by metro. In overall great value for the money!","Boston"
"1037",27958363,317063065,2018-09-01,109183622,"Jianing","Nice, clean
Really love it!","Boston"
"1038",6870366,315781053,2018-08-29,18051234,"Willemijn","Bernie is very kind, helpfull, punctual, responds really fast and has a great hospitality!
The room was really clean, provided soap and had the most comfortable beds I ever slept in! The room is very central and easy to go to. I had a great stay here!","Boston"
"1039",17744380,284944657,2018-07-02,106833741,"Cynthia","Frank is very helpful and attentive to details. He was a great help and is very quick to answer to any of my questions. The house is absolutely beautiful and the decoration is modern and chic. The beds are soooooo comfortable. Great value!","Boston"
"1040",22327141,324672542,2018-09-17,25678007,"Micheline","The place is amazing, clean, organized with nice showers and lovely amennities.  If I go back, for sure I'll be there again!!!","Boston"
"1041",8556025,318257019,2018-09-03,30737123,"Dave","great place, great location, and most importantly a great host.","Boston"
"1042",8025718,322271944,2018-09-12,18186132,"Theo","We had a great time staying at Maverick's place. Everything was really clean and as expected. Would definitely recommend!","Boston"
"1043",26655662,333013440,2018-10-06,17480929,"Kim","Maria is a gracious and kind host.  She went out of her way to make sure we had everything we needed for our stay.  She responded to our inquiries promptly and was very helpful in helping us know how to maneuver around town.  We would definitely stay with her again!","Boston"
"1044",28159710,337180712,2018-10-15,131066994,"Daniel","nice place. well located. everything as expected","Boston"
"1045",20137158,236169968,2018-02-18,109606541,"Shauna","Everything was exactly as described, the area was ideal for the subway and very convenient to town!! Anthony was very helpful with any questions we had!! Would definitely return again!!","Boston"
"1046",29409220,349155996,2018-11-16,98268323,"Terry","Great value, good location, responsive and welcoming host, has all the basics you need.","Boston"
"1047",14994629,259196701,2018-04-30,32716889,"Brenda","Chris’s place is absolutely amazing. In the heart of Boston and.  Footsteps to some of the best food I’ve had while traveling. The apartment is immaculately clean, bed very comfortable, coffee and tea available when needed. Chris is an amazing host and made sure we knew of all the local restaurants that were on his top favorite list along with some other tips around the city.  If I ever go back to Boston I will for sure stay at Chris’s place.  Thank you for being such a fantastic host Chris and hope to get to visit you in the future :-)","Boston"
"1048",21733394,349475192,2018-11-17,556668,"Vivian","Work Trip!! Stay here. Amazing view! We needed out watching the planes land. 
We had a great time at this cute spot. Pretty easy drive to the Boston Convention Center. There’s a grocery store 5 minutes away. The train was too far for members of our party to trek but the parking was easy and we had a great time!! Nice bathroom, comfy beds, lux kitchen. Mr. Boaz was a great communicator and answered every need and question that we had.","Boston"
"1049",22888718,231971321,2018-02-03,154355028,"Leslie","Emily's little studio was perfect for a quick trip to Boston. It is in a great location, 10 minutes to great shops and restaurants! It is also very close to the orange, red, and green lines! Would absolutely stay again!","Boston"
"1050",4090224,223635990,2018-01-01,93826254,"Monica","The Airbnb was exactly what I expected it to be. It was very clean, close to restaurants and newly updated. Was pleased with our stay.","Boston"
"1051",20152320,269010052,2018-05-26,22442443,"Donald","Extremely nice condo in a fantastic location. Patrick was a great host and communicator. Highly recommended.","Boston"
"1052",20523304,230934720,2018-01-29,50149812,"Ed","Great location, awesome hosts with quick responses and information as needed","Boston"
"1053",14566386,348624400,2018-11-14,96698394,"Julie","Elena and Anthony scored big points with us! They were warm and helpful, attentive and quick to respond to our needs. The apartment is very clean, updated, exceptionally comfortable, and well equipped.  The neighbourhood is quiet, and close to public transportation, shops, and restaurants. It is easy and quick to get to downtown Boston from the location of the apartment. It is also within walking distance of Jamaica Pond, which offers a beautiful, delightful space for walking, jogging, and biking.","Boston"
"1054",47521,309691775,2018-08-18,86035826,"Christiane","We had a great time at Hermina‘s guest house. I visited Boston with my daughters and we stayed in the attic room. The place is super easy to reach with public transportation (the red t-line) as we didn’t have a car. The stop is 5 min walk from the house. Hermina’s house borders on the local police station’s parking lot - it doesn’t get any safer than that! The neighborhood is very diverse with lots of vietnamese stores and restaurants. Visit the nearby Homestead Bakery for great coffee and baked goods in a relaxed atmosphere! Hermine was great with giving tips for close by eating places. She is very friendly and hospitable and wants to make sure you have a good time during your stay.
If you happen to be a runner, the Dorchester Bay is only about 1 mile away and and awesome place for a run as long as you want it. 
There is one full bathroom and one powder room for all guests, so in the morning there will be a wait for the shower. The common spaces are nice, including a patio with a table and chairs, lovely to sit outside if you bring or make your own food.  
Thank you, Hermina! 
","Boston"
"1055",4304969,223754117,2018-01-01,129922297,"Jessica","This place is perfect if you are looking for a true spot in the North End. It is an apartment but it is quiet and comfortable when you are inside. Then when you step out outside you are in the heart of everything!! Amazing place. James is a great host and quick to communicate.","Boston"
"1056",19653917,340930958,2018-10-25,202825422,"Osman","Great place.","Boston"
"1057",24619508,275108269,2018-06-10,190650526,"Shannon","Great spot, easy walk to the T and super clean!","Boston"
"1058",16674992,334587254,2018-10-09,197285293,"Cheryl","Great location in Boston. Plenty of space and privacy. The bathroom was smaller than suburbia bit apacious for a city.","Boston"
"1059",12916551,238943675,2018-02-27,60181863,"Jay","麻雀虽小五脏俱全,位置也很好,最最最好的是有私人停车位,楼上踩踏地板偶尔有声音","Boston"
"1060",3783090,296318964,2018-07-25,46986488,"Ailene","Dylan’s studio is was perfect for my solo business trip to Boston - very safe, comfortable, and stylish. Well-appointed with towels and toiletries too. It’s within walking distance to cute restaurants, Whole Foods, and other good neighborhood spots as well. Close to public transit for some exploring. Thank you, Dylan!","Boston"
"1061",22828664,336710459,2018-10-14,152734741,"Nicole","Great stay","Boston"
"1062",21733394,246578027,2018-03-25,43586655,"Claire","Their home was exactly as the pictures showed. Very clean, spacious and located in a good area. We stayed the night and drove to a restaurant in the city and it was easy to get take out delivered as well. I love the wine with glasses they left for my friends and I. Parking is super easy on the weekend, right across the apartment which is nice because sometimes you don’t know what to expect in Boston. The beds were very comfortable and I’m so grateful they even left us with a towel each since of course, we forgot that ! Lol I give them 5 stars and everyone should stay here if they are considering it !! Thank you so much again","Boston"
"1063",20248640,279778588,2018-06-21,133280181,"Diana","Ahhhhhmaaazing! The perfect place to stay in Boston! Steps to the ""T"", Boston Common, Back Bay restaurants and river. But you get more than a perfect location. The apartment is *huge* with gorgeous hardwood, chandelier, private downstairs, garden patio and FULL kitchen. And the shower pressure is amazing. Large, comfortable bed downstairs and a trundle bed/day couch upstairs. So much luxurious room! Sarah doesn't feel like just a host, she feels like a neighbor looking out for your every need. My 2 kids and I were so comfortable there we wanted to become permanent borders. We'll definitely be back if we are lucky enough to find it available!","Boston"
"1064",15581890,316634775,2018-08-31,4471401,"Arthur","Good location, good communication, amenities a bit dated","Boston"
"1065",4793787,254686833,2018-04-17,40613913,"Omar","Mohsen was a great host! I didn't get to interact with him too much because I was in town for the marathon, but during our brief interactions he was very pleasant and accomadating. His place is literally like 2 blocks from the nearest T stop, which was perfect for me! Overall I really enjoyed my stay there!","Boston"
"1066",5734770,317090773,2018-09-01,38452844,"Daniel","Great location! We just dropped our stuff off and enjoyed the city, can’t get much closer to the action. Pickle was very, very cute. Would recommend to anyone.","Boston"
"1067",17559493,329301308,2018-09-28,2858704,"Teresea","Billy’s apartment was very clean.  Everything was organized and thought of.  The bed was very comfortable and the linen was soft.  We had a great stay away from home, with all the things you would need.  Thank you very much... I highly recommend Billy’s apartment.","Boston"
"1068",24694003,264298508,2018-05-13,186339334,"李","good","Boston"
"1069",14474750,294886458,2018-07-22,26544486,"Marc","Très bon accueil de Jeff et bonnes explications en arrivant. Maison accueillante et dernier étage privatisé parfait pour une famille de 5. Nous n’avons hélas pas eu l’occasion de beaucoup d’échanger pendant nos 2 jours sur place. Situation un peu éloignée du centre de Boston et nous nous sommes déplacés en voiture. Très bonne adresse à recommander donc.","Boston"
"1070",18488956,243613048,2018-03-16,77172056,"B.T.","A quirky, cozy space within easy ride-sharing distance to the airport and other local attractions.","Boston"
"1071",17138041,286579808,2018-07-06,98088204,"Christopher","Franklin’s place was excellent! My family and I were in town from NY, and the space perfectly accommodated the  whole lot of us! It was located right by Back Bay, and walking distance to a CVS and a few cafes/restaurants! Cozy, stylish space. Would absolutely love to stay here again the next time I’m in Boston!","Boston"
"1072",21079638,299272685,2018-07-30,102535370,"Garrett","If you are a young 25ish year old couple coming into Boston for a Red Sox game and don’t mind a kind of bachelor pad type setting, then this place is perfect. Hosts were extremely friendly and helpful and quick to respond via text. They let us drop off our bags earlier than the stated check in time so we could go to the Fenway area. The bed is in a common area with 2 bedrooms on each side and the bathroom right there as well. No privacy for your bed and the bathroom was kinda gross were the only downfalls. But being a 10 minute walking distance from Fenway for $60 was worth it. I would rather have a friendly and welcoming host with a grimy bathroom than vise versa.  We used the Spot Hero app to find parking a few blocks away since I saw there was no parking in the description, but then I thought I saw that there actually was parking in the back. Future stayers may want to clarify with hosts.","Boston"
"1073",15284641,276028753,2018-06-12,172711916,"Jessie","Host was very helpful and responsive, home was incredibly clean and extremely well maintained. I was surprised it was so quiet and our whole group slept very sound each night even in the central location of Boston. Mahalo!!","Boston"
"1074",24793868,302430770,2018-08-05,121076173,"Peyton","Excellent place!! We had such a great stay. It’s a great space and you get exactly what you ask for. It’s small but cozy and perfect for what we needed. It was very clean when we got there and we had no issues during our stay. The location is also amazing. It’s a short walk away from multiple T stops and makes riding public transportation so easy. Overall, we had a great stay! Emily’s place is great!","Boston"
"1075",24501001,262633674,2018-05-09,18112341,"Amara","We had an amazing time in Boston at Fatima’s place. The room/bathroom were clean, the kitchen had everything you need (though we did not use it) and the location was great. The subway station was a few minutes away by foot. We also found parking easily. The hosts are also really nice. We recommend this place :)","Boston"
"1076",20673030,302538239,2018-08-05,16056997,"Emily","The description didn't mention that the listing is located in a basement.
It was HOT and HUMID with no fan available for air movement and virtually no windows that could be opened because they lacked screens.
There were no towels in the kitchen.
The listing advertises off-street parking, but none was offered or evident.
The dogs are LOUD when they run around upstairs.
The refrigerator makes a strange, nearly constant barking noise. The TV is too big for the space and things are generally cramped because there's too much furniture in the apartment. 
The steps up/down between rooms are hazardous and should be marked with brightly colored tape as a warning.
For a couple, this listing might be okay (provided there's a way to cool the place down), but it's not suitable for more than two people because there is a complete lack of privacy between rooms.
As a guest, I found it unacceptable that Yashin didn't respond to our request for a fan, which occured only a few minutes after we checked in. The next day, 30 minutes before check-out, he stated that he didn't have his phone when I'd written, which is ludicrous. As a host, he should be able to be reached if his guests need something. This was a wholly unsatisfying experience, with each member of my party getting only a few hours of sleep (including my young son) because it was so uncomfortably hot in the apartment. This is my first unsavory AirBnB stay, and I hope it will be my last. Save yourself the trouble and stay somewhere decent instead.","Boston"
